date,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,surface_pressure,pressure_msl,wind_speed_10m,wind_direction_10m,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,rain
2025-09-30 00:00:00+00:00,25.05,91.67783,29.929287,0.0,1013.3033,1014.0,6.698806,239.30035,25.3,0.376,0.0
2025-09-30 01:00:00+00:00,25.0,92.78578,30.23148,0.0,1012.6037,1013.3,4.913044,241.55717,25.15,0.373,0.0
2025-09-30 02:00:00+00:00,25.35,90.872086,30.135036,0.0,1012.20465,1012.9,7.970972,205.40767,26.05,0.327,0.0
2025-09-30 03:00:00+00:00,25.35,90.872086,29.91143,0.0,1012.00476,1012.7,9.504272,217.30403,25.7,0.326,0.0
2025-09-30 04:00:00+00:00,25.25,91.68969,29.813267,0.0,1011.60504,1012.3,9.703319,220.48593,25.4,0.324,0.0
2025-09-30 05:00:00+00:00,25.3,90.323204,29.817352,0.0,1011.40515,1012.1,9.178235,228.17992,25.2,0.323,0.0
2025-09-30 06:00:00+00:00,25.35,90.32661,29.854702,0.0,1011.8049,1012.5,9.473541,231.17017,25.05,0.322,0.0
2025-09-30 07:00:00+00:00,25.55,89.52866,30.148273,0.0,1012.1054,1012.8,9.039514,234.7275,24.95,0.321,0.0
2025-09-30 08:00:00+00:00,26.4,86.425575,31.18063,0.0,1012.9066,1013.6,8.836514,236.6336,25.3,0.32,0.0
2025-09-30 09:00:00+00:00,27.35,81.976326,32.152184,0.1,1013.60846,1014.3,8.891343,238.24055,26.25,0.317,0.1
2025-09-30 10:00:00+00:00,27.85,79.13695,32.473385,0.1,1014.20905,1014.9,9.686609,228.01286,27.4,0.313,0.1
2025-09-30 11:00:00+00:00,28.05,80.84301,33.976547,0.3,1014.3096,1015.0,10.094454,238.8611,28.6,0.311,0.3
2025-09-30 12:00:00+00:00,27.95,82.048874,33.817177,0.4,1013.8096,1014.5,7.2649574,228.01286,29.3,0.31,0.4
2025-09-30 13:00:00+00:00,27.0,79.73938,31.201214,5.2,1012.80804,1013.5,9.67657,223.49261,29.15,0.372,5.2
2025-09-30 14:00:00+00:00,26.6,86.18534,31.348755,0.2,1011.7079,1012.4,9.693296,238.67136,28.9,0.367,0.2
2025-09-30 15:00:00+00:00,26.95,83.169914,31.008774,0.3,1010.20984,1010.9,13.356437,232.66673,28.75,0.364,0.3
2025-09-30 16:00:00+00:00,27.4,80.759735,31.834782,0.1,1010.0109,1010.7,11.983188,212.73521,29.15,0.357,0.1
2025-09-30 17:00:00+00:00,26.8,84.66659,31.5234,0.0,1010.10956,1010.8,9.437563,214.90257,28.8,0.352,0.0
2025-09-30 18:00:00+00:00,26.65,85.16123,30.844093,0.0,1010.2092,1010.9,12.855831,225.56718,28.15,0.348,0.0
2025-09-30 19:00:00+00:00,26.3,87.72396,30.805744,0.1,1010.9078,1011.6,11.362834,220.50276,27.4,0.346,0.1
2025-09-30 20:00:00+00:00,26.25,88.24775,30.805298,0.0,1012.2069,1012.9,11.238113,238.09193,26.85,0.344,0.0
2025-09-30 21:00:00+00:00,26.15,88.77078,30.790268,0.0,1013.1059,1013.8,10.656547,232.54935,26.5,0.342,0.0
2025-09-30 22:00:00+00:00,26.05,89.56556,30.902325,0.0,1013.80505,1014.5,9.418662,224.9999,26.15,0.34,0.0
2025-09-30 23:00:00+00:00,25.85,90.36088,30.515533,0.1,1013.605,1014.3,10.486448,230.57222,25.95,0.339,0.1
2025-10-01 00:00:00+00:00,25.75,90.62569,30.674618,0.0,1013.7046,1014.4,8.4963045,233.61555,25.7,0.337,0.0
2025-10-01 01:00:00+00:00,25.85,88.747086,29.701767,0.0,1013.00543,1013.7,14.787414,238.43823,26.7,0.285,0.0
2025-10-01 02:00:00+00:00,25.5,89.52493,29.857216,0.5,1012.30493,1013.0,10.483357,254.05453,26.2,0.289,0.5
2025-10-01 03:00:00+00:00,25.5,89.25571,29.731876,0.0,1011.90515,1012.6,11.13384,235.53912,25.8,0.289,0.0
2025-10-01 04:00:00+00:00,25.4,89.51753,29.590828,0.0,1011.80524,1012.5,11.207801,240.14108,25.55,0.288,0.0
2025-10-01 05:00:00+00:00,25.25,89.77681,29.54377,0.0,1011.8049,1012.5,10.088033,254.47583,25.3,0.288,0.0
2025-10-01 06:00:00+00:00,25.05,90.85257,29.636017,0.0,1012.50385,1013.2,8.085988,253.17851,25.1,0.287,0.0
2025-10-01 07:00:00+00:00,25.15,92.2372,30.596958,0.0,1012.3043,1013.0,3.6447225,302.90524,25.65,0.285,0.0
2025-10-01 08:00:00+00:00,25.4,82.23718,29.02433,1.4,1013.5041,1014.2,9.473541,51.170166,25.8,0.3,1.4
2025-10-01 09:00:00+00:00,24.05,95.008606,27.494738,4.3,1014.99994,1015.7,14.892213,44.510365,25.45,0.357,4.3
2025-10-01 10:00:00+00:00,24.45,94.73724,29.197487,2.5,1014.90094,1015.6,7.3997297,18.435053,25.35,0.385,2.5
2025-10-01 11:00:00+00:00,25.25,88.165054,30.310146,0.8,1014.20325,1014.9,3.6,306.86996,25.65,0.388,0.8
2025-10-01 12:00:00+00:00,25.3,86.58343,29.979797,0.2,1013.5037,1014.2,5.195113,255.96373,26.05,0.383,0.2
2025-10-01 13:00:00+00:00,25.7,83.53164,29.884098,0.0,1013.1049,1013.8,7.7900705,220.31403,27.65,0.347,0.0
2025-10-01 14:00:00+00:00,25.85,82.04186,29.927017,0.0,1012.20593,1012.9,7.928178,182.60251,27.45,0.343,0.0
2025-10-01 15:00:00+00:00,25.55,84.02327,29.427757,0.4,1011.9055,1012.6,9.6932955,195.06854,27.1,0.344,0.4
2025-10-01 16:00:00+00:00,25.2,87.89468,28.888416,0.3,1011.5049,1012.2,12.599998,216.86998,26.6,0.344,0.3
2025-10-01 17:00:00+00:00,25.2,87.10022,28.629818,0.2,1011.1051,1011.8,13.767352,228.17992,26.3,0.343,0.2
2025-10-01 18:00:00+00:00,25.1,87.3555,28.429333,0.0,1011.0048,1011.7,14.25641,217.30403,25.95,0.34,0.0
2025-10-01 19:00:00+00:00,25.15,88.423805,29.144665,0.0,1012.10443,1012.8,10.703569,199.65392,25.5,0.338,0.0
2025-10-01 20:00:00+00:00,25.15,87.35993,29.284344,0.0,1012.70404,1013.4,8.936777,198.79999,25.15,0.336,0.0
2025-10-01 21:00:00+00:00,25.1,88.41969,29.563007,0.0,1013.40314,1014.1,7.289444,200.22495,24.9,0.335,0.0
2025-10-01 22:00:00+00:00,24.9,90.29567,29.634949,0.0,1013.50275,1014.2,6.037383,206.56499,24.7,0.333,0.0
2025-10-01 23:00:00+00:00,25.0,90.03025,29.793297,0.0,1013.3033,1014.0,5.8409934,213.6901,24.65,0.332,0.0
2025-10-02 00:00:00+00:00,24.85,90.56548,29.94442,0.0,1013.3029,1014.0,3.572898,229.08571,24.55,0.332,0.0
2025-10-02 01:00:00+00:00,25.0,87.082184,29.454445,0.0,1013.1034,1013.8,5.9427266,271.73566,24.2,0.318,0.0
2025-10-02 02:00:00+00:00,24.55,90.27146,28.93975,0.0,1012.9023,1013.6,6.9899354,281.88864,24.1,0.317,0.0
2025-10-02 03:00:00+00:00,24.2,92.74402,28.916565,0.2,1012.6018,1013.3,5.154415,294.77512,24.1,0.318,0.2
2025-10-02 04:00:00+00:00,23.8,92.441864,28.306667,2.1,1012.6008,1013.3,4.802999,282.99463,24.1,0.343,2.1
2025-10-02 05:00:00+00:00,23.7,94.70836,28.37465,1.6,1012.4007,1013.1,4.8433046,318.01288,24.05,0.363,1.6
2025-10-02 06:00:00+00:00,23.8,95.86567,28.904224,0.3,1012.8007,1013.5,3.1072817,259.9921,24.05,0.365,0.3
2025-10-02 07:00:00+00:00,24.25,92.74664,28.809597,0.1,1013.30133,1014.0,6.4323244,287.928,24.6,0.362,0.1
2025-10-02 08:00:00+00:00,24.95,89.21385,29.39713,0.0,1013.70264,1014.4,7.3997297,288.43503,24.65,0.359,0.0
2025-10-02 09:00:00+00:00,25.55,85.56514,29.919907,0.0,1014.4038,1015.1,7.519175,281.0409,25.15,0.356,0.0
2025-10-02 10:00:00+00:00,26.5,80.15643,30.945068,0.1,1014.7058,1015.4,6.391901,260.2725,26.2,0.351,0.1
2025-10-02 11:00:00+00:00,27.3,79.06104,32.935436,0.0,1014.5079,1015.2,6.9153743,231.34016,27.7,0.344,0.0
2025-10-02 12:00:00+00:00,27.4,78.83669,32.45523,0.0,1013.80835,1014.5,8.587338,213.02386,28.55,0.338,0.0
2025-10-02 13:00:00+00:00,27.55,76.51228,32.4881,0.0,1013.00916,1013.7,10.717182,209.14798,29.15,0.296,0.0
2025-10-02 14:00:00+00:00,27.5,76.27344,32.46167,0.1,1011.80994,1012.5,11.734564,212.47118,29.7,0.29,0.1
2025-10-02 15:00:00+00:00,27.55,76.281166,32.454525,0.0,1011.1104,1011.8,11.679212,208.53989,30.05,0.283,0.0
2025-10-02 16:00:00+00:00,27.35,76.713715,31.647346,0.0,1010.61053,1011.3,11.440979,204.14554,30.05,0.277,0.0
2025-10-02 17:00:00+00:00,26.9,79.00556,30.842697,0.0,1010.60956,1011.3,10.435344,194.99513,29.6,0.273,0.0
2025-10-02 18:00:00+00:00,26.35,81.85448,30.423874,0.0,1010.8081,1011.5,9.743305,191.72508,28.8,0.27,0.0
2025-10-02 19:00:00+00:00,26.45,83.61571,30.709835,0.0,1011.008,1011.7,10.30883,204.77512,27.85,0.275,0.0
2025-10-02 20:00:00+00:00,26.25,84.3538,30.421963,0.0,1012.0071,1012.7,10.706596,206.99576,27.05,0.275,0.0
2025-10-02 21:00:00+00:00,26.2,84.603355,30.354046,0.0,1013.00635,1013.7,10.829958,201.4478,26.45,0.274,0.0
2025-10-02 22:00:00+00:00,26.1,86.137474,30.272636,0.0,1013.4057,1014.1,11.534054,202.9638,26.05,0.273,0.0
2025-10-02 23:00:00+00:00,25.95,86.90537,30.11979,0.0,1013.7052,1014.4,11.555102,198.1528,25.75,0.273,0.0
2025-10-03 00:00:00+00:00,25.85,87.42159,30.118504,0.0,1013.70496,1014.4,10.8792095,196.33612,25.5,0.272,0.0
2025-10-03 01:00:00+00:00,25.9,85.341896,30.123192,0.0,1013.1053,1013.8,9.741642,207.51192,25.8,0.276,0.0
2025-10-03 02:00:00+00:00,25.85,85.33684,29.889076,0.0,1012.50574,1013.2,10.799999,216.86998,25.5,0.275,0.0
2025-10-03 03:00:00+00:00,25.75,86.88712,29.71828,0.0,1012.00574,1012.7,12.108261,228.01286,25.3,0.275,0.0
2025-10-03 04:00:00+00:00,25.65,87.932816,29.92189,0.0,1012.0055,1012.7,10.441551,234.11777,25.2,0.274,0.0
2025-10-03 05:00:00+00:00,25.55,88.456314,30.273647,0.0,1012.30524,1013.0,7.344794,233.97253,25.05,0.274,0.0
2025-10-03 06:00:00+00:00,25.45,88.98329,30.443531,0.0,1012.80457,1013.5,5.495161,238.39255,24.95,0.273,0.0
2025-10-03 07:00:00+00:00,25.35,89.513824,30.11192,0.0,1012.9041,1013.6,7.0843205,242.78397,25.85,0.274,0.0
2025-10-03 08:00:00+00:00,26.0,87.43475,30.621479,0.0,1013.5053,1014.2,9.085988,236.3099,25.9,0.273,0.0
2025-10-03 09:00:00+00:00,26.6,84.13766,31.296963,0.1,1014.1062,1014.8,8.3520775,232.88306,26.5,0.272,0.1
2025-10-03 10:00:00+00:00,27.2,80.491104,31.62938,0.2,1014.5075,1015.2,9.5535755,222.70937,27.3,0.271,0.2
2025-10-03 11:00:00+00:00,27.65,78.634384,32.946278,0.3,1014.3086,1015.0,10.04458,216.25392,28.45,0.268,0.3
2025-10-03 12:00:00+00:00,27.95,78.91332,34.036278,0.1,1013.11005,1013.8,11.583109,212.94922,29.6,0.262,0.1
2025-10-03 13:00:00+00:00,27.65,77.45775,33.35619,0.1,1012.60974,1013.3,13.18308,214.9921,30.55,0.258,0.1
2025-10-03 14:00:00+00:00,27.5,79.08867,33.064358,0.4,1011.5102,1012.2,13.337016,211.75943,30.9,0.256,0.4
2025-10-03 15:00:00+00:00,27.4,79.31367,32.549576,0.1,1010.81036,1011.5,12.4811535,213.23172,31.0,0.251,0.1
2025-10-03 16:00:00+00:00,27.5,77.66989,31.733551,0.0,1010.311,1011.0,11.996699,207.71841,30.8,0.246,0.0
2025-10-03 17:00:00+00:00,27.0,80.22251,30.907326,0.0,1010.10986,1010.8,12.10157,210.37904,30.15,0.242,0.0
2025-10-03 18:00:00+00:00,26.45,82.612305,30.460266,0.0,1010.00867,1010.7,11.196232,216.50153,29.2,0.24,0.0
2025-10-03 19:00:00+00:00,26.6,85.66938,31.190937,0.0,1010.50867,1011.2,10.348043,220.06071,28.25,0.238,0.0
2025-10-03 20:00:00+00:00,26.4,86.6856,30.996735,0.0,1011.1079,1011.8,10.310402,224.29277,27.5,0.238,0.0
2025-10-03 21:00:00+00:00,26.35,86.42084,30.844994,0.0,1011.60754,1012.3,10.583326,221.55252,26.9,0.237,0.0
2025-10-03 22:00:00+00:00,26.3,87.461006,30.663486,0.0,1012.2069,1012.9,12.124306,220.78572,26.5,0.237,0.0
2025-10-03 23:00:00+00:00,26.2,87.71537,30.492435,0.0,1012.3068,1013.0,12.399113,219.69904,26.2,0.236,0.0
2025-10-04 00:00:00+00:00,26.05,88.231316,30.381561,0.0,1012.10626,1012.8,11.919479,218.25447,25.95,0.236,0.0
2025-10-04 01:00:00+00:00,26.0,87.96233,30.43304,0.0,1012.10626,1012.8,10.799999,216.86998,26.25,0.23,0.0
2025-10-04 02:00:00+00:00,25.9,88.48464,30.311466,0.0,1011.7063,1012.4,10.948973,223.66785,25.95,0.23,0.0
2025-10-04 03:00:00+00:00,25.85,87.9497,30.199871,0.0,1011.1067,1011.8,10.739832,230.44037,25.7,0.23,0.0
2025-10-04 04:00:00+00:00,25.85,87.42159,30.334766,0.0,1010.8069,1011.5,9.396275,233.56905,25.5,0.23,0.0
2025-10-04 05:00:00+00:00,25.85,86.89626,30.29737,0.0,1011.0068,1011.7,9.236298,236.92932,25.35,0.229,0.0
2025-10-04 06:00:00+00:00,25.75,86.62535,30.18391,0.0,1011.4061,1012.1,8.709098,251.93944,25.2,0.229,0.0
2025-10-04 07:00:00+00:00,25.8,87.4172,30.038826,0.0,1012.40576,1013.1,10.874741,245.55606,26.0,0.229,0.0
2025-10-04 08:00:00+00:00,26.55,83.12418,30.734344,0.0,1013.1069,1013.8,10.825469,222.97864,26.15,0.228,0.0
2025-10-04 09:00:00+00:00,27.3,79.53954,31.279613,0.0,1013.70844,1014.4,12.221457,223.8066,26.7,0.226,0.0
2025-10-04 10:00:00+00:00,27.6,80.30139,31.82235,0.1,1014.2087,1014.9,12.855831,224.4328,27.75,0.223,0.1
2025-10-04 11:00:00+00:00,27.9,79.143875,32.47646,0.1,1014.0094,1014.7,14.009968,222.91743,28.7,0.219,0.1
2025-10-04 12:00:00+00:00,28.1,77.7574,32.995686,0.1,1012.9105,1013.6,14.664202,221.51663,29.55,0.214,0.1
2025-10-04 13:00:00+00:00,27.95,77.73558,33.266453,0.1,1012.7103,1013.4,14.009968,222.91743,30.45,0.208,0.1
2025-10-04 14:00:00+00:00,27.75,79.361496,32.999763,0.0,1011.71075,1012.4,14.410121,221.45514,30.85,0.202,0.0
2025-10-04 15:00:00+00:00,27.55,78.38361,31.1465,0.1,1010.8106,1011.5,16.419514,224.55591,30.7,0.198,0.1
2025-10-04 16:00:00+00:00,27.4,78.599174,30.94868,0.0,1010.11084,1010.8,16.685719,222.81418,30.6,0.194,0.0
2025-10-04 17:00:00+00:00,27.2,78.33374,30.246761,0.0,1009.5109,1010.2,17.183167,224.57564,30.05,0.19,0.0
2025-10-04 18:00:00+00:00,26.75,79.4647,29.697838,0.0,1009.2102,1009.9,17.057314,224.14499,29.15,0.188,0.0
2025-10-04 19:00:00+00:00,26.4,82.357155,29.807926,0.0,1009.8088,1010.5,14.918297,221.57603,28.15,0.187,0.0
2025-10-04 20:00:00+00:00,26.4,82.357155,29.82526,0.0,1010.8081,1011.5,14.799459,221.05472,27.35,0.187,0.0
2025-10-04 21:00:00+00:00,26.25,83.846146,29.684765,0.0,1011.8072,1012.5,15.349684,219.2894,26.8,0.186,0.0
2025-10-04 22:00:00+00:00,26.1,85.10496,29.964088,0.0,1012.70624,1013.4,12.819235,218.15727,26.4,0.186,0.0
2025-10-04 23:00:00+00:00,26.05,85.09988,29.793926,0.0,1012.8058,1013.5,13.437455,219.0194,26.05,0.185,0.0
2025-10-05 00:00:00+00:00,26.05,84.58753,29.68589,0.0,1012.406,1013.1,13.767352,228.17992,25.85,0.185,0.0
2025-10-05 01:00:00+00:00,25.65,87.140686,29.330841,0.0,1011.8056,1012.5,13.874019,225.52557,26.7,0.186,0.0
2025-10-05 02:00:00+00:00,25.2,87.62917,28.59639,0.1,1011.0052,1011.7,14.4,233.13002,26.15,0.186,0.1
2025-10-05 03:00:00+00:00,25.15,88.15676,28.497871,0.0,1010.50555,1011.2,14.935662,229.39879,25.75,0.186,0.0
2025-10-05 04:00:00+00:00,24.95,88.14011,28.271431,0.0,1010.5048,1011.2,14.31198,230.10222,25.45,0.186,0.0
2025-10-05 05:00:00+00:00,25.0,87.34666,28.316673,0.0,1010.7051,1011.4,13.943901,230.76265,25.2,0.186,0.0
2025-10-05 06:00:00+00:00,25.0,88.14427,28.615383,0.0,1011.2047,1011.9,12.496718,228.50363,25.05,0.186,0.0
2025-10-05 07:00:00+00:00,25.5,86.60208,29.147514,0.1,1011.4055,1012.1,13.0806875,235.65384,26.3,0.185,0.1
2025-10-05 08:00:00+00:00,26.0,83.06092,29.452358,0.1,1012.10626,1012.8,13.60519,244.11302,26.25,0.186,0.1
2025-10-05 09:00:00+00:00,25.85,85.07931,29.250507,0.5,1012.80554,1013.5,14.974658,244.35904,26.5,0.19,0.5
2025-10-05 10:00:00+00:00,26.35,82.10248,29.666801,0.0,1013.1065,1013.8,15.137133,244.65387,27.25,0.188,0.0
2025-10-05 11:00:00+00:00,26.6,81.88504,31.081093,0.1,1014.1062,1014.8,12.815443,209.44533,28.3,0.185,0.1
2025-10-05 12:00:00+00:00,26.3,81.848366,30.58921,0.3,1012.9064,1013.6,11.656998,193.39252,28.95,0.184,0.3
2025-10-05 13:00:00+00:00,25.75,81.532524,28.876404,0.1,1012.9051,1013.6,15.476859,213.13562,29.35,0.313,0.1
2025-10-05 14:00:00+00:00,25.7,85.580086,29.245384,1.8,1011.90576,1012.6,13.779114,199.8553,28.4,0.331,1.8
2025-10-05 15:00:00+00:00,25.5,84.0178,28.894157,8.5,1011.4055,1012.1,12.81165,184.02818,27.85,0.436,8.5
2025-10-05 16:00:00+00:00,25.3,86.58343,29.255978,2.6,1010.5058,1011.2,10.158444,209.74478,27.25,0.409,2.6
2025-10-05 17:00:00+00:00,25.3,85.540146,28.9094,0.2,1010.7057,1011.4,11.734564,200.659,26.95,0.4,0.2
2025-10-05 18:00:00+00:00,25.3,85.02265,29.048004,0.2,1010.4058,1011.1,10.387107,207.89719,26.5,0.394,0.2
2025-10-05 19:00:00+00:00,24.95,86.02647,27.972557,0.9,1010.205,1010.9,14.773164,226.97493,25.9,0.397,0.9
2025-10-05 20:00:00+00:00,25.25,85.53511,29.186901,0.0,1011.70496,1012.4,9.290511,215.53777,25.5,0.39,0.0
2025-10-05 21:00:00+00:00,25.35,86.06523,29.92258,0.0,1013.204,1013.9,5.728979,223.72705,25.3,0.385,0.0
2025-10-05 22:00:00+00:00,25.1,85.26067,29.322346,0.2,1014.10266,1014.8,6.544677,211.50421,25.15,0.383,0.2
2025-10-05 23:00:00+00:00,25.1,87.09119,29.355618,0.1,1014.10266,1014.8,7.7043357,217.40543,25.0,0.38,0.1
2025-10-06 00:00:00+00:00,25.0,88.41157,29.370655,0.0,1013.5031,1014.2,7.519175,227.9109,24.85,0.377,0.0
2025-10-06 01:00:00+00:00,24.75,90.01253,29.7566,0.0,1012.9029,1013.6,3.362677,195.52417,24.5,0.338,0.0
2025-10-06 02:00:00+00:00,24.05,93.86637,29.059624,3.0,1012.4017,1013.1,3.3481934,216.25392,24.5,0.376,3.0
2025-10-06 03:00:00+00:00,23.55,96.440414,28.195217,2.3,1012.1006,1012.8,5.6492476,300.65057,24.5,0.403,2.3
2025-10-06 04:00:00+00:00,23.3,95.27012,28.077168,2.4,1011.9001,1012.6,2.9522195,322.43134,24.4,0.423,2.4
2025-10-06 05:00:00+00:00,23.3,94.69289,27.540688,0.5,1011.9001,1012.6,6.2379804,316.16904,24.25,0.412,0.5
2025-10-06 06:00:00+00:00,23.25,94.11658,27.294014,1.6,1012.4997,1013.2,7.0015144,287.96924,24.15,0.421,1.6
2025-10-06 07:00:00+00:00,23.7,92.43638,27.952034,0.5,1013.1002,1013.8,6.1569467,254.74483,24.6,0.423,0.5
2025-10-06 08:00:00+00:00,23.8,89.67103,27.784492,0.2,1013.9999,1014.7,6.439876,243.43501,24.4,0.411,0.2
2025-10-06 09:00:00+00:00,24.3,85.963165,28.165306,0.1,1014.301,1015.0,6.489992,199.44012,24.65,0.403,0.1
2025-10-06 10:00:00+00:00,25.05,82.19493,28.801369,0.0,1014.70233,1015.4,7.2649574,228.01286,25.3,0.395,0.0
2025-10-06 11:00:00+00:00,26.2,80.11665,30.723454,0.0,1014.8051,1015.5,6.279395,242.7005,26.65,0.387,0.0
2025-10-06 12:00:00+00:00,26.75,79.4647,31.688686,0.0,1013.9069,1014.6,5.7628117,218.65984,27.75,0.379,0.0
2025-10-06 13:00:00+00:00,26.65,81.15233,31.432014,0.1,1012.6076,1013.3,7.0015144,197.96924,28.45,0.372,0.1
2025-10-06 14:00:00+00:00,26.7,81.89725,31.935646,0.1,1011.50836,1012.2,7.8625183,195.94547,29.05,0.366,0.1
2025-10-06 15:00:00+00:00,26.45,83.36384,32.02242,0.1,1010.4083,1011.1,9.96524,196.79845,29.7,0.358,0.1
2025-10-06 16:00:00+00:00,26.2,81.83609,30.09254,0.0,1010.0084,1010.7,10.383987,213.6901,29.5,0.353,0.0
2025-10-06 17:00:00+00:00,26.1,81.823814,30.203785,0.0,1010.20795,1010.9,8.536252,227.56381,29.0,0.348,0.0
2025-10-06 18:00:00+00:00,25.7,82.77461,29.703304,0.0,1010.3069,1011.0,8.435069,219.80553,28.15,0.345,0.0
2025-10-06 19:00:00+00:00,26.6,84.39127,31.542603,0.0,1010.9084,1011.6,6.8777895,227.12111,27.4,0.3,0.0
2025-10-06 20:00:00+00:00,26.25,86.41142,31.076046,0.0,1011.5074,1012.2,7.891311,224.9999,26.8,0.3,0.0
2025-10-06 21:00:00+00:00,26.2,84.0942,30.703812,0.2,1012.5067,1013.2,8.019601,224.09071,26.35,0.301,0.2
2025-10-06 22:00:00+00:00,25.9,85.8588,30.358906,0.0,1012.80554,1013.5,8.536252,227.56381,25.95,0.3,0.0
2025-10-06 23:00:00+00:00,25.95,85.863655,30.449757,0.0,1013.40533,1014.1,8.461915,231.91118,25.65,0.3,0.0
2025-10-07 00:00:00+00:00,25.85,86.113464,30.22881,0.0,1013.00543,1013.7,9.085988,236.3099,25.4,0.299,0.0
2025-10-07 01:00:00+00:00,25.7,86.88258,29.971092,0.0,1012.5054,1013.2,9.826088,241.55717,25.25,0.299,0.0
2025-10-07 02:00:00+00:00,25.55,87.65946,29.982033,0.0,1012.2054,1012.9,8.723967,248.19853,25.05,0.298,0.0
2025-10-07 03:00:00+00:00,25.4,88.71141,29.713669,0.0,1011.5055,1012.2,9.743305,258.2749,25.0,0.297,0.0
2025-10-07 04:00:00+00:00,25.05,90.5789,29.463142,0.0,1011.60443,1012.3,9.0645685,263.15732,24.85,0.297,0.0
2025-10-07 05:00:00+00:00,24.9,91.94571,29.46193,0.0,1011.9038,1012.6,8.459999,270.0,24.75,0.297,0.0
2025-10-07 06:00:00+00:00,24.95,90.57216,29.31971,0.4,1012.60333,1013.3,8.951267,285.1541,24.65,0.3,0.4
2025-10-07 07:00:00+00:00,25.3,89.78044,30.01759,1.7,1012.6043,1013.3,7.388775,267.20737,25.9,0.285,1.7
2025-10-07 08:00:00+00:00,26.1,87.1809,30.685589,0.0,1013.4057,1014.1,9.5416975,271.0809,25.95,0.284,0.0
2025-10-07 09:00:00+00:00,24.95,86.28821,28.253845,6.6,1014.602,1015.3,13.040997,333.7887,26.1,0.366,6.6
2025-10-07 10:00:00+00:00,25.35,88.70744,30.123516,0.2,1015.1026,1015.8,6.384293,338.4985,26.1,0.365,0.2
2025-10-07 11:00:00+00:00,26.2,84.603355,30.852055,0.3,1014.7052,1015.4,7.415038,275.5721,26.6,0.364,0.3
2025-10-07 12:00:00+00:00,26.4,86.6856,31.757408,0.3,1014.0059,1014.7,5.09435,237.99466,27.6,0.361,0.3
2025-10-07 13:00:00+00:00,26.45,87.73677,31.774567,0.4,1012.407,1013.1,6.391901,189.72751,28.35,0.359,0.4
2025-10-07 14:00:00+00:00,25.1,87.88619,28.826431,0.7,1011.10474,1011.8,11.935778,246.91484,28.05,0.362,0.7
2025-10-07 15:00:00+00:00,25.0,88.94825,29.715408,0.6,1010.10547,1010.8,5.5596404,240.94548,27.9,0.363,0.6
2025-10-07 16:00:00+00:00,25.95,82.55326,29.687107,0.4,1009.50806,1010.2,11.052058,239.67648,28.05,0.361,0.4
2025-10-07 17:00:00+00:00,25.95,84.32162,29.611568,0.0,1009.30817,1010.0,12.979984,236.3099,27.75,0.356,0.0
2025-10-07 18:00:00+00:00,25.8,85.074196,29.54649,0.2,1009.40784,1010.1,12.399113,230.30096,27.15,0.355,0.2
2025-10-07 19:00:00+00:00,23.85,93.85741,28.652683,0.2,1011.10187,1011.8,3.9640884,320.52756,25.2,0.412,0.2
2025-10-07 20:00:00+00:00,23.6,94.13157,28.23005,0.3,1011.6009,1012.3,4.3536186,330.25522,24.85,0.406,0.3
2025-10-07 21:00:00+00:00,23.5,94.12729,28.521847,0.0,1012.1006,1012.8,1.2727921,315.0001,24.6,0.399,0.0
2025-10-07 22:00:00+00:00,23.5,90.75062,28.236942,0.0,1012.9,1013.6,0.9,360.0,24.3,0.394,0.0
2025-10-07 23:00:00+00:00,23.7,91.59679,28.363857,0.0,1013.5,1014.2,2.7475805,58.392544,24.15,0.389,0.0
2025-10-08 00:00:00+00:00,23.9,92.44733,28.69136,0.0,1013.5006,1014.2,3.244996,123.6901,24.05,0.385,0.0
2025-10-08 01:00:00+00:00,24.1,90.24017,28.506977,0.0,1012.10187,1012.8,5.0911684,44.999897,24.65,0.343,0.0
2025-10-08 02:00:00+00:00,23.85,90.773796,27.909641,0.0,1011.7015,1012.4,6.889557,33.27491,24.4,0.342,0.0
2025-10-08 03:00:00+00:00,23.8,90.21929,27.787422,0.0,1011.10187,1011.8,6.804381,37.476254,24.2,0.341,0.0
2025-10-08 04:00:00+00:00,23.75,91.32152,27.984386,0.0,1010.8018,1011.5,5.692099,34.69522,24.05,0.339,0.0
2025-10-08 05:00:00+00:00,23.7,92.999855,27.988472,0.0,1010.90173,1011.6,6.299999,36.86999,23.9,0.338,0.0
2025-10-08 06:00:00+00:00,23.7,92.43638,28.025654,0.0,1011.1016,1011.8,5.6521144,52.765083,23.85,0.337,0.0
2025-10-08 07:00:00+00:00,23.7,90.76386,27.89016,0.3,1011.90106,1012.6,5.414979,68.5522,23.75,0.339,0.3
2025-10-08 08:00:00+00:00,24.3,87.01879,28.251438,0.3,1012.6022,1013.3,6.6624317,91.54813,24.0,0.341,0.3
2025-10-08 09:00:00+00:00,25.25,84.50255,29.102322,0.2,1013.5037,1014.2,9.080639,140.6307,24.8,0.34,0.2
2025-10-08 10:00:00+00:00,25.7,82.77461,29.118938,0.3,1013.8045,1014.5,12.442153,165.76268,25.7,0.339,0.3
2025-10-08 11:00:00+00:00,26.25,80.3669,29.618721,0.5,1013.7059,1014.4,14.848635,173.7366,26.65,0.339,0.5
